Verb,VerbNet Class,Situation Domain,Situation,Polysemy,,,Distinct Verb,Mapping Count,,,,,,Gaps
commandeer,obtain-13.5.2,Possession,Dynamic Possession,Polysemous,,,derail,1,,,Possession,,,
commandeer,steal-10.5,Possession,Transfer of Possession,Polysemous,,,derat,1,,,Possession,,,
commemorate,judgment-33.1,Affiliation,Attack,Polysemous,,,derib,1,,,Affiliation,,,
commemorate,judgment-33.1,Cognition,Judge,Polysemous,,,deride,2,,,Cognition,,,
commend,judgment-33.1,Affiliation,Attack,Polysemous,,,derind,1,,,Affiliation,,,
commend,judgment-33.1,Cognition,Judge,Polysemous,,,derive,3,,,Cognition,,,
comment,lecture-37.11,Communication,Statement,Monosemous,,,desalinate,1,,,Communication,,,
commercialize,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,desalt,1,,,Transformation,,,
commingle,mix-22.1,Incremental,Basic Incremental,Monosemous,,,descale,1,,,Incremental,,,
commiserate,correspond-36.1,Communication,Joint Statement,Monosemous,,,descend,2,,,Communication,,,
commission,hire-13.5.3,Affiliation,Cause Membership,Polysemous,,,describe,1,,,Affiliation,,,
commission,order-58.3,Communication,Request,Polysemous,,,descry,1,,,Communication,,,
commit,conﬁne-92,Affiliation,Cause Membership,Polysemous,,,desecrate,1,,,Affiliation,,,
commit,invest-13.5.4,Possession,Transfer of Possession,Polysemous,,,desensitize,1,,,Possession,,,
communicate,correspond-36.1,Communication,Joint Statement,Polysemous,,,desert,1,,,Communication,,,
communicate,transfer_mesg-37.1.1,Communication,Communicate,Polysemous,,,desex,1,,,Communication,,,
compact,bend-45.2,Transformation,Basic Change of State,Monosemous,,,desiccate,1,,,Transformation,,,
compel,compel-59.1,Affiliation,Inducive,Monosemous,,,design,1,,,Affiliation,,,
compensate,equip-13.4.2,Possession,Transfer of Possession,Monosemous,,,designate,1,,,Possession,,,
compete,battle-36.4,Affiliation,Reciprocal,Monosemous,,,desire,1,,,Affiliation,,,
compile,build-26.1,Creation,Causative Creation,Monosemous,,,despair,1,,,Creation,,,
complain,complain-37.8,Communication,Statement,Monosemous,,,despise,1,,,Communication,,,
compliment,judgment-33.1,Affiliation,Attack,Polysemous,,,despoil,1,,,Affiliation,,,
compliment,judgment-33.1,Cognition,Judge,Polysemous,,,desprout,1,,,Cognition,,,
compose,create-26.4,Creation,Causative Creation,Monosemous,,,destabilize,1,,,Creation,,,
compound,mix-22.1,Incremental,Basic Incremental,Monosemous,,,destarch,1,,,Incremental,,,
comprehend,comprehend-87.2,Cognition,Judge,Monosemous,,,destress,1,,,Cognition,,,
compress,bend-45.2,Transformation,Basic Change of State,Monosemous,,,destroy,1,,,Transformation,,,
compress,knead-26.5,Transformation,Basic Change of State,Monosemous,,,detach,1,,,Transformation,,,
compromise,correspond-36.1,Communication,Joint Statement,Monosemous,,,detail,1,,,Communication,,,
compute,create-26.4,Creation,Causative Creation,Monosemous,,,detain,1,,,Creation,,,
con,cheat-10.6.1,Possession,Transfer of Possession,Polysemous,,,detassel,1,,,Possession,,,
con,trick-59.2,Affiliation,Inducive,Polysemous,,,detect,1,,,Affiliation,,,
conceal,concealment-16,Incremental,Concealment,Monosemous,,,deteriorate,1,,,Incremental,,,
concede,future_having-13.3,Possession,Future Having,Monosemous,,,determine,2,,,Possession,,,
conceive,characterize-29.2,Communication,Statement,Polysemous,,,detest,1,,,Communication,,,
conceive,deduce-97.2,Association,Base and Deduce,Polysemous,,,detonate,1,,,Association,,,
concern,amuse-31.1,Affect,Affect,Polysemous,,,detusk,1,,,Affect,,,
concern,relate-86.2,Association,Require and Satisfy,Polysemous,,,devalue,1,,,Association,,,
conclude,deduce-97.2,Association,Base and Deduce,Monosemous,,,devastate,2,,,Association,,,
concoct,create-26.4,Creation,Causative Creation,Monosemous,,,devein,1,,,Creation,,,
concur,correspond-36.1,Communication,Joint Statement,Monosemous,,,develop,4,,,Communication,,,
condemn,judgment-33.1,Affiliation,Attack,Polysemous,,,deviate,1,,,Affiliation,,,
condemn,judgment-33.1,Cognition,Judge,Polysemous,,,devolve,1,,,Cognition,,,
condense,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,devour,1,,,Transformation,,,
condition,braid-41.2.2,Transformation,Causative Change of State,Monosemous,,,dewater,1,,,Transformation,,,
condone,judgment-33.1,Affiliation,Attack,Polysemous,,,dewax,1,,,Affiliation,,,
condone,judgment-33.1,Cognition,Judge,Polysemous,,,deworm,1,,,Cognition,,,
conduct,accompany-51.7,Motion,Pursuit,Monosemous,,,diagnose,1,,,Motion,,,
confer,chit_chat-37.6,Communication,Joint Statement,Monosemous,,,diaper,1,,,Communication,,,
confer,correspond-36.1,Communication,Joint Statement,Monosemous,,,dice,1,,,Communication,,,
confess,confess-37.10,Communication,Statement,Monosemous,,,dicker,1,,,Communication,,,
confess,declare-29.4,Communication,Statement,Monosemous,,,dictate,1,,,Communication,,,
confess,say-37.7,Communication,Statement,Monosemous,,,die,4,,,Communication,,,
confide,say-37.7,Communication,Statement,Monosemous,,,differ,2,,,Communication,,,
configure,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,differentiate,2,,,Transformation,,,
confine,conﬁne-92,Affiliation,Cause Membership,Monosemous,,,diffract,1,,,Affiliation,,,
confirm,indicate-78,Association,Require and Satisfy,Monosemous,,,diffuse,1,,,Association,,,
confiscate,steal-10.5,Possession,Transfer of Possession,Monosemous,,,dig,3,,,Possession,,,
conflate,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,dilate,1,,,Transformation,,,
confound,amuse-31.1,Affect,Affect,Monosemous,,,dilute,1,,,Affect,,,
confront,confront-98,Communication,Response,Monosemous,,,dim,1,,,Communication,,,
confuse,amuse-31.1,Affect,Affect,Monosemous,,,dine,1,,,Affect,,,
conga,waltz-51.5,Motion,Basic Motion,Monosemous,,,ding,1,,,Motion,,,
congeal,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,dip,2,,,Transformation,,,
congratulate,judgment-33.1,Affiliation,Attack,Polysemous,,,direct,2,,,Affiliation,,,
congratulate,judgment-33.1,Cognition,Judge,Polysemous,,,dirty,2,,,Cognition,,,
congregate,herd-47.5.2,Incremental,Basic Incremental,Monosemous,,,disable,1,,,Incremental,,,
conjecture,conjecture-29.5,Cognition,Judge,Monosemous,,,disabuse,1,,,Cognition,,,
conjure,create-26.4,Creation,Causative Creation,Monosemous,,,disagree,1,,,Creation,,,
conk,die-42.4,Transformation,Basic Change of State,Polysemous,,,disappear,1,,,Transformation,,,
conk,spank-18.3,Force,Basic Force,Polysemous,,,disapprove,1,,,Force,,,
connect,mix-22.1,Incremental,Basic Incremental,Monosemous,,,disarm,2,,,Incremental,,,
connect,tape-22.4,Incremental,Basic Incremental,Monosemous,,,disassemble,1,,,Incremental,,,
consecrate,dub-29.3.2,Communication,Statement,Monosemous,,,disassociate,1,,,Communication,,,
consider,consider-29.9,Cognition,Judge,Monosemous,,,disband,1,,,Cognition,,,
console,amuse-31.1,Affect,Affect,Monosemous,,,disburse,1,,,Affect,,,
consolidate,mix-22.1,Incremental,Basic Incremental,Monosemous,,,discard,1,,,Incremental,,,
constellate,classify-29.10,Cognition,Judge,Monosemous,,,discern,1,,,Cognition,,,
constipate,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,discharge,2,,,Transformation,,,
constrict,bend-45.2,Transformation,Basic Change of State,Monosemous,,,disclose,2,,,Transformation,,,
constringe,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,discolor,1,,,Transformation,,,
construct,create-26.4,Creation,Causative Creation,Polysemous,,,discombobulate,1,,,Creation,,,
construct,remedy-45.7,Transformation,Causative Change of State,Polysemous,,,discomfit,1,,,Transformation,,,
construe,base-97.1,Association,Base and Deduce,Monosemous,,,disconcert,1,,,Association,,,
consult,assessment-34.1,Cognition,Judge,Polysemous,,,disconnect,1,,,Cognition,,,
consult,inquire-37.1.2,Communication,Communicate,Polysemous,,,discourage,2,,,Communication,,,
consult,meet-36.3,Affiliation,Reciprocal,Polysemous,,,discover,2,,,Affiliation,,,
consume,consume-66,Possession,Dynamic Possession,Polysemous,,,discuss,1,,,Possession,,,
consume,devour-39.4,Transformation,Ingestion,Polysemous,,,disdain,1,,,Transformation,,,
contain,contain-15.4,Force,Constrain,Polysemous,,,disembark,1,,,Force,,,
contain,fit-54.3,Quantification,Capacity,Polysemous,,,disembowel,2,,,Quantification,,,
contaminate,ﬁll-9.8,Incremental,Basic Incremental,Monosemous,,,disengage,1,,,Incremental,,,
contend,battle-36.4,Affiliation,Reciprocal,Monosemous,,,disentangle,1,,,Affiliation,,,
content,amuse-31.1,Affect,Affect,Monosemous,,,disfigure,1,,,Affect,,,
contextualize,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,disgorge,1,,,Transformation,,,
continue,escape-51.1,Motion,Basic Motion,Polysemous,,,disgrace,1,,,Motion,,,
continue,say-37.7,Communication,Statement,Polysemous,,,disgruntle,1,,,Communication,,,
contort,knead-26.5,Transformation,Basic Change of State,Monosemous,,,disguise,1,,,Transformation,,,
contract,bend-45.2,Transformation,Basic Change of State,Polysemous,,,disgust,1,,,Transformation,,,
contract,hire-13.5.3,Affiliation,Cause Membership,Polysemous,,,dishearten,1,,,Affiliation,,,
contribute,contribute-13.2,Possession,Dynamic Possession,Monosemous,,,dishevel,1,,,Possession,,,
contrive,create-26.4,Creation,Causative Creation,Monosemous,,,dishonour,1,,,Creation,,,
contuse,hurt-40.8.3,Transformation,Hurt,Monosemous,,,disillusion,1,,,Transformation,,,
convene,herd-47.5.2,Incremental,Basic Incremental,Monosemous,,,disinfect,1,,,Incremental,,,
converge,meander-47.7,Existence,Existence,Monosemous,,,disintegrate,1,,,Existence,,,
converse,chit_chat-37.6,Communication,Joint Statement,Monosemous,,,disinter,1,,,Communication,,,
convert,turn-26.6.1,Transformation,Basic Change of State,Monosemous,,,dislike,1,,,Transformation,,,
convey,say-37.7,Communication,Statement,Polysemous,,,dislocate,1,,,Communication,,,
convey,send-11.1,Motion,Send,Polysemous,,,dislodge,1,,,Motion,,,
convince,amuse-31.1,Affect,Affect,Polysemous,,,dismantle,1,,,Affect,,,
convince,compel-59.1,Affiliation,Inducive,Polysemous,,,dismay,1,,,Affiliation,,,
convulse,body_internal_states-40.6,Existence,Existence,Monosemous,,,dismiss,3,,,Existence,,,
coo,animal_sounds-38,Creation,Emission,Polysemous,,,dismount,1,,,Creation,,,
coo,manner_speaking-37.3,Communication,Statement,Polysemous,,,disorganize,1,,,Communication,,,
cook,build-26.1,Creation,Causative Creation,Polysemous,,,disparage,3,,,Creation,,,
cook,cooking-45.3,Transformation,Causative Change of State,Polysemous,,,dispatch,2,,,Transformation,,,
cook,preparing-26.3,Creation,Causative Creation,Polysemous,,,dispel,1,,,Creation,,,
cook_up,preparing-26.3,Creation,Causative Creation,Monosemous,,,disperse,1,,,Creation,,,
cool,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,dispirit,1,,,Transformation,,,
coop,pocket-9.10,Incremental,Basic Incremental,Monosemous,,,display,1,,,Incremental,,,
cooperate,cooperate-73.1,Affiliation,Collective,Polysemous,,,displease,1,,,Affiliation,,,
cooperate,correspond-36.1,Communication,Joint Statement,Polysemous,,,dispossess,1,,,Communication,,,
cop,steal-10.5,Possession,Transfer of Possession,Monosemous,,,disprefer,1,,,Possession,,,
copy,scribble-25.2,Creation,Image Creation,Monosemous,,,disprove,1,,,Creation,,,
copy,transcribe-25.4,Creation,Image Creation,Monosemous,,,dispute,1,,,Creation,,,
core,pit-10.7,Incremental,Causative Incremental,Monosemous,,,disquiet,1,,,Incremental,,,
cork,butter-9.9,Incremental,Causative Incremental,Monosemous,,,disrobe,1,,,Incremental,,,
coronate,appoint-29.1,Affiliation,Cause Role,Monosemous,,,dissatisfy,1,,,Affiliation,,,
corral,pocket-9.10,Incremental,Basic Incremental,Monosemous,,,disseminate,1,,,Incremental,,,
correct,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,dissimilate,1,,,Transformation,,,
correlate,correlate-86.1,Association,Correlate and Differ,Monosemous,,,dissipate,1,,,Association,,,
correspond,correspond-36.1,Communication,Joint Statement,Monosemous,,,dissociate,1,,,Communication,,,
corroborate,indicate-78,Association,Require and Satisfy,Polysemous,,,dissolve,1,,,Association,,,
corroborate,transfer_mesg-37.1.1,Communication,Communicate,Polysemous,,,distemper,1,,,Communication,,,
corrode,entity_speciﬁc_cos-45.5,Transformation,Basic Change of State,Monosemous,,,distend,1,,,Transformation,,,
corrugate,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,distil,1,,,Transformation,,,
corrupt,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,distill,1,,,Transformation,,,
cosh,spank-18.3,Force,Basic Force,Monosemous,,,distinguish,1,,,Force,,,
cost,cost-54.2,Quantification,Measurement,Monosemous,,,distort,1,,,Quantification,,,
cough,breathe-40.1.2,Creation,Emission,Polysemous,,,distract,1,,,Creation,,,
cough,nonverbal_expression-40.2,Existence,Existence,Polysemous,,,distress,1,,,Existence,,,
counsel,advise-37.9,Communication,Communicate,Monosemous,,,distribute,1,,,Communication,,,
count,characterize-29.2,Communication,Statement,Polysemous,,,distrust,1,,,Communication,,,
count,masquerade-29.6,Affiliation,Role,Polysemous,,,disturb,1,,,Affiliation,,,
count,multiply-108,Quantification,Counting,Polysemous,,,dive,2,,,Quantification,,,
counter,confront-98,Communication,Response,Monosemous,,,diverge,1,,,Communication,,,
counteract,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,diversify,1,,,Transformation,,,
couple,harmonize-22.6,Association,Correlate and Differ,Monosemous,,,divert,1,,,Association,,,
court,marry-36.2,Affiliation,Reciprocal,Monosemous,,,divest,1,,,Affiliation,,,
cover,contiguous_location-47.8,Location,Location,Polysemous,,,divide,3,,,Location,,,
cover,ﬁll-9.8,Incremental,Basic Incremental,Polysemous,,,divorce,2,,,Incremental,,,
covet,want-32.1,Desire,Desire,Monosemous,,,divulge,1,,,Desire,,,
cow,amuse-31.1,Affect,Affect,Monosemous,,,dock,1,,,Affect,,,
cower,body_internal_states-40.6,Existence,Existence,Monosemous,,,doctor,1,,,Existence,,,
cowrite,create-26.4,Creation,Causative Creation,Monosemous,,,document,1,,,Creation,,,
cox,captain-29.8,Affiliation,Role,Monosemous,,,dodder,1,,,Affiliation,,,
cozen,cheat-10.6.1,Possession,Transfer of Possession,Polysemous,,,doff,1,,,Possession,,,
cozen,trick-59.2,Affiliation,Inducive,Polysemous,,,dogsled,1,,,Affiliation,,,
crab,complain-37.8,Communication,Statement,Monosemous,,,doll_up,1,,,Communication,,,
crack,break-45.1,Transformation,Basic Change of State,Polysemous,,,domesticate,1,,,Transformation,,,
crack,bump-18.4,Force,Basic Force,Polysemous,,,dominate,1,,,Force,,,
crack,sound_emission-43.2,Creation,Emission,Polysemous,,,don,1,,,Creation,,,
crackle,sound_emission-43.2,Creation,Emission,Monosemous,,,donate,1,,,Creation,,,
craft,create-26.4,Creation,Causative Creation,Monosemous,,,dong,1,,,Creation,,,
cram,learn-14,Cognition,Learn,Polysemous,,,doodle,1,,,Cognition,,,
cram,spray-9.7,Incremental,Basic Incremental,Polysemous,,,dope,2,,,Incremental,,,
crane,crane-40.3.2,Existence,Existence,Monosemous,,,dot,1,,,Existence,,,
crash,break-45.1,Transformation,Basic Change of State,Polysemous,,,double,1,,,Transformation,,,
crash,bump-18.4,Force,Basic Force,Polysemous,,,doubt,2,,,Force,,,
crash,sound_emission-43.2,Creation,Emission,Polysemous,,,douse,1,,,Creation,,,
crate,pocket-9.10,Incremental,Basic Incremental,Monosemous,,,dovetail,1,,,Incremental,,,
crave,long-32.2,Volition,Intend,Polysemous,,,down,1,,,Volition,,,
crave,want-32.1,Desire,Desire,Polysemous,,,downshift,1,,,Desire,,,
crawl,meander-47.7,Existence,Existence,Polysemous,,,doze,1,,,Existence,,,
crawl,run-51.3.2,Motion,Basic Motion,Polysemous,,,doze_off,1,,,Motion,,,
crawl,swarm-47.5.1,Existence,Existence,Polysemous,,,draft,2,,,Existence,,,
crayon,scribble-25.2,Creation,Image Creation,Monosemous,,,drag,2,,,Creation,,,
creak,sound_emission-43.2,Creation,Emission,Monosemous,,,dragoon,1,,,Creation,,,
cream,mix-22.1,Incremental,Basic Incremental,Monosemous,,,drain,3,,,Incremental,,,
crease,bend-45.2,Transformation,Basic Change of State,Monosemous,,,drape,1,,,Transformation,,,
create,create-26.4,Creation,Causative Creation,Polysemous,,,draw,6,,,Creation,,,
create,engender-27.1,Causation,Cause and Effect,Polysemous,,,drawl,1,,,Causation,,,
credit,fulﬁlling-13.4.1,Possession,Transfer of Possession,Monosemous,,,dread,1,,,Possession,,,
creep,modes_of_being_with_motion-47.3,Existence,Existence,Polysemous,,,dream,2,,,Existence,,,
creep,run-51.3.2,Motion,Basic Motion,Polysemous,,,dredge,1,,,Motion,,,
creep,swarm-47.5.1,Existence,Existence,Polysemous,,,drench,1,,,Existence,,,
cremate,remedy-45.7,Transformation,Causative Change of State,Monosemous,,,dress,1,,,Transformation,,,
crepitate,sound_emission-43.2,Creation,Emission,Monosemous,,,dress_up,1,,,Creation,,,
crest,meander-47.7,Existence,Existence,Monosemous,,,dribble,2,,,Existence,,,
crew,captain-29.8,Affiliation,Role,Monosemous,,,drift,2,,,Affiliation,,,
crimp,braid-41.2.2,Transformation,Causative Change of State,Monosemous,,,drift_off,1,,,Transformation,,,
crimson,other_cos-45.4,Transformation,Basic Change of State,Monosemous,,,drill,1,,,Transformation,,,
cringe,marvel-31.3,Affect,Affect,Monosemous,,,drink,1,,,Affect,,,
crinkle,bend-45.2,Transformation,Basic Change of State,Monosemous,,,drip,2,,,Transformation,,,
cripple,orphan-29.7,Affiliation,Cause Role,Monosemous,,,drive,7,,,Affiliation,,,
crisp,cooking-45.3,Transformation,Causative Change of State,Polysemous,,,drizzle,2,,,Transformation,,,
crisp,other_cos-45.4,Transformation,Basic Change of State,Polysemous,,,drone,2,,,Transformation,,,
crisscross,meander-47.7,Existence,Existence,Monosemous,,,drool,1,,,Existence,,,
criticize,judgment-33.1,Affiliation,Attack,Polysemous,,,droop,2,,,Affiliation,,,
criticize,judgment-33.1,Cognition,Judge,Polysemous,,,drop,5,,,Cognition,,,
croak,animal_sounds-38,Creation,Emission,Polysemous,,,drop_dead,1,,,Creation,,,
croak,break_down-45.8,Transformation,Basic Change of State,Polysemous,,,drown,1,,,Transformation,,,
croak,die-42.4,Transformation,Basic Change of State,Polysemous,,,drowse,1,,,Transformation,,,
croak,manner_speaking-37.3,Communication,Statement,Polysemous,,,drowse_off,1,,,Communication,,,
crochet,build-26.1,Creation,Causative Creation,Monosemous,,,drug,1,,,Creation,,,
crook,crane-40.3.2,Existence,Existence,Monosemous,,,drum,2,,,Existence,,,
croon,manner_speaking-37.3,Communication,Statement,Monosemous,,,dry,1,,,Communication,,,
crop,braid-41.2.2,Transformation,Causative Change of State,Polysemous,,,drydock,1,,,Transformation,,,
crop,carve-21.2,Force,Basic Force,Polysemous,,,dub,1,,,Force,,,
cross,contiguous_location-47.8,Location,Location,Polysemous,,,duel,1,,,Location,,,
cross,crane-40.3.2,Existence,Existence,Polysemous,,,dull,1,,,Existence,,,
